,gap,true_gap
icsd-104352,0.004409492,0.0
icsd-76068,0.004409492,0.0
icsd-624603,0.004409492,0.0
icsd-408030,0.004409492,0.0
icsd-639381,0.004409492,0.0
icsd-150631,0.004409492,0.0
icsd-85936,0.004409492,0.0
icsd-640238,0.004409492,0.0
icsd-610099,0.004409492,0.0
icsd-651894,2.3639734,0.46
icsd-602244,1.6666433,1.62
icsd-609063,0.004409492,0.0
icsd-104538,0.004409492,0.0
icsd-154591,2.44666,2.31
icsd-638068,0.004409492,0.0
icsd-411177,2.5145516,3.45
icsd-648603,0.004409656,0.2788333333333333
icsd-71832,0.0044104904,0.6
icsd-191938,0.004409492,0.0
icsd-670507,5.2371655,0.0
icsd-618223,0.004409492,0.0
icsd-416490,0.004409492,0.0
icsd-164058,0.004409492,0.0
icsd-89611,0.004409492,0.0
icsd-600863,2.7526953,2.3175
icsd-484,2.1662197,1.5
icsd-191675,0.004409492,0.0
icsd-59457,0.004409492,0.0
icsd-245943,3.2361426,3.9
icsd-167733,0.004409492,0.0
icsd-248166,3.3340452,3.15
icsd-197557,0.004409492,0.0
icsd-150142,0.004409492,0.0
icsd-174364,0.004409492,0.0
icsd-55237,0.4781571,0.79
icsd-171224,1.467748,0.8
icsd-419061,2.2778246,1.6
icsd-637070,0.004409492,0.0
icsd-86193,0.004409492,0.0
icsd-415337,0.004409492,0.0
icsd-56020,1.2104938,2.0
icsd-281434,1.9046174,2.4
icsd-645233,0.004409492,0.0
icsd-95118,0.7604976,0.96
icsd-88117,0.004409492,0.0
icsd-63649,1.3898444,0.74
icsd-250677,2.8695006,3.5
icsd-42162,0.004409492,0.0
icsd-16060,0.004409492,0.0
icsd-105244,0.004409492,0.0
icsd-644962,1.5141144,2.4
icsd-619564,1.2760056,0.0
icsd-281445,3.1047306,2.374
icsd-635207,0.004409492,0.0
icsd-420558,2.1037579,2.9
icsd-84302,1.5860276,1.85
icsd-602107,0.004409492,0.0
icsd-628345,0.004409492,0.0
icsd-647953,1.2885509,0.0
icsd-627831,1.6606482,1.63
icsd-237834,2.0740829,2.3
icsd-670499,2.0932574,0.0
icsd-57727,0.004409492,0.0
icsd-202522,0.004409492,0.0
icsd-612432,0.004409492,0.0
icsd-96345,2.7927794,3.03
icsd-31780,0.8244071,0.0
icsd-426173,2.1591363,2.62
icsd-197263,0.004409492,0.0
icsd-78395,0.004409492,0.0
icsd-25650,1.54982,1.8733333333333333
icsd-427795,2.677196,3.0
icsd-23155,3.4173696,0.0
icsd-23805,4.293973,0.0
icsd-623126,0.004409492,0.0
icsd-2090,2.2360225,2.4
icsd-420033,1.9571699,3.02
icsd-2344,0.004409492,0.57
icsd-237012,0.004409492,0.0
icsd-42640,0.004409492,0.0
icsd-431124,0.6990611,3.27
icsd-86499,0.004409492,0.0
icsd-76141,0.004409492,0.0
icsd-609974,0.004409492,0.0
icsd-418634,1.8843637,2.3
icsd-58576,0.004409492,0.0
icsd-631672,1.966385,1.3
icsd-633934,0.004409492,0.0
icsd-160386,0.8997722,0.975
icsd-36501,1.7400196,3.5
icsd-77741,6.263841,5.6
icsd-8010,2.2737617,0.0
icsd-670067,0.004409492,0.0
icsd-41773,0.004409492,0.0
icsd-194783,4.9216976,4.77
icsd-30363,3.063841,3.0264
icsd-160793,3.7306957,2.45
icsd-73221,3.037206,4.1
icsd-52489,0.93774754,0.33
icsd-50938,2.6519902,2.205
icsd-420217,0.004409492,0.0
icsd-44480,0.004409492,0.0
icsd-261971,3.3494453,4.29
icsd-189169,2.0308168,1.52
icsd-23551,0.004409492,0.0
icsd-1621,2.5975919,1.6900909090909089
icsd-422201,3.666451,3.49
icsd-672526,2.6888638,2.7751312500000003
icsd-262725,3.3528473,2.54
icsd-92474,2.0220845,0.62
icsd-58777,0.004409492,0.0
icsd-25558,0.0044560432,2.8
icsd-102061,0.004409492,1.714
icsd-261334,5.365354,5.42
icsd-187562,2.8981445,2.3
icsd-409568,0.915107,0.2
icsd-609,0.004409492,0.0
icsd-194717,3.5085378,3.41
icsd-107590,0.004409492,0.0
icsd-647716,0.67959446,1.4
icsd-428443,2.3480291,2.3
icsd-108343,0.004409492,0.0
icsd-106127,1.6954757,0.0
icsd-242165,2.8752575,3.81
icsd-18101,2.046731,2.2
icsd-671880,1.8906233,2.8
icsd-247735,4.268341,4.066666666666666
icsd-41571,1.3117983,0.0
icsd-71472,2.5474787,0.0
icsd-152801,0.004409492,0.0
icsd-171472,0.004409492,0.0
icsd-636992,0.004409492,0.0
icsd-182741,1.7007244,2.3
icsd-651219,0.6117145,0.9
icsd-10386,4.87961,4.9
icsd-201899,2.6250532,2.0
icsd-35086,0.004409492,0.0
icsd-31292,1.5218304,1.72
icsd-76137,0.004409492,0.0
icsd-612020,0.004409492,0.0
icsd-607892,0.004409492,0.0
icsd-636398,0.004435092,0.0
icsd-430758,3.0807638,2.93
icsd-106133,0.004409492,0.0
icsd-184254,0.004409492,0.0
icsd-609708,0.004409492,0.0
icsd-603165,5.3356104,5.593333333333334
icsd-640052,0.004409492,0.0
icsd-50460,1.9502157,1.77
icsd-170864,1.8535243,2.95
icsd-607098,2.5951152,2.6
icsd-646547,1.5306661,0.0
icsd-90278,0.004409492,0.0
icsd-180432,0.39214468,0.305
icsd-28746,1.4840137,1.85
icsd-106138,0.004409492,0.0
icsd-44544,0.004409492,0.0
icsd-86502,0.004409492,0.0
icsd-28743,0.25702548,1.07
icsd-53073,0.004409492,0.0
icsd-413655,3.5277338,3.65
icsd-409972,0.004409492,0.0
icsd-616549,0.004409492,0.0
icsd-52735,1.0110059,1.2733333333333334
icsd-422579,0.39183617,0.95
icsd-62123,0.004409492,3.5
icsd-57107,0.004409492,0.0
icsd-154742,0.50190526,0.14
icsd-55636,0.004409492,0.0
icsd-620272,0.004409492,0.0
icsd-631653,1.0875624,0.95
icsd-86639,3.9089658,0.0
icsd-88270,0.004409492,0.0
icsd-36170,2.4132626,3.3100000000000005
icsd-100585,0.004409492,0.0
icsd-16680,1.2409034,1.161111111111111
icsd-44187,0.004409492,0.0
icsd-38316,0.42681372,0.35
icsd-650594,0.0044796616,0.9
icsd-152376,2.1829221,2.07
icsd-601430,0.004409507,0.0
icsd-58068,0.004409492,0.0
icsd-30354,0.004409492,0.0
icsd-610598,0.6270725,1.37
icsd-70070,0.004409492,0.0
icsd-652804,0.004409492,0.0
icsd-105331,0.004409492,0.235
icsd-425157,2.0308444,2.21
icsd-86291,0.004430115,0.0
icsd-656315,2.7191083,0.0
icsd-191322,0.004409492,5.22
icsd-651606,0.004409492,0.0
icsd-422882,3.8337953,5.51
icsd-632096,0.004409492,0.0
icsd-170575,0.004409492,0.0
icsd-190545,3.088525,0.0
icsd-608238,0.004409492,0.0
icsd-109315,0.004409492,0.0
icsd-419475,0.004409492,0.0
icsd-430200,2.228929,2.2
icsd-417667,0.004409492,0.0
icsd-413857,0.004409492,0.0
icsd-614497,0.004409492,0.0
icsd-420088,0.74230677,3.0
icsd-185638,0.004409492,0.0
icsd-257078,0.004409492,0.0
icsd-243575,4.364793,3.7
icsd-248935,1.1371481,1.13
icsd-9757,1.0054498,2.12
icsd-419595,3.3619118,2.87
icsd-154358,0.004409492,0.0
icsd-656218,0.14548256,0.0
icsd-262994,2.9977477,3.57
icsd-631271,1.7097547,2.16
icsd-105509,0.004411787,0.0
icsd-413737,0.004409492,0.6
icsd-57823,0.004409492,0.0
icsd-163472,0.004409492,0.0
icsd-81814,0.004409492,1.143333333333333
icsd-650408,0.004409492,0.0
icsd-650286,1.0024536,0.6
icsd-108767,0.004409492,0.0
icsd-603984,0.004409492,0.0
icsd-425159,1.0175943,1.43
icsd-420988,4.0469017,0.0
icsd-417836,0.004409492,0.0
icsd-670509,3.830456,1.57
icsd-239973,4.586329,3.83
icsd-54594,0.004409492,0.0
icsd-108128,0.004409492,0.0
icsd-106111,0.004409492,0.0
icsd-656869,0.004409492,0.0
icsd-16696,0.004409492,0.0
icsd-642809,1.9319535,0.81
icsd-250678,3.2965248,4.0
icsd-237057,5.105615,5.63
icsd-43187,0.004409492,0.0
icsd-56268,0.004409492,0.0
icsd-261660,0.029088117,0.0
icsd-637329,2.1972103,2.62
icsd-409777,0.004409492,0.0
icsd-196800,0.004409492,0.0
icsd-42650,0.004409492,0.0
icsd-670362,3.6829493,1.47
icsd-652658,1.6660669,0.51
icsd-152640,0.004409492,0.0
icsd-646723,0.004409492,0.0
icsd-424093,1.0878767,1.98
icsd-107259,0.004409492,0.0
icsd-190410,1.55848,1.6518000000000002
icsd-20191,4.642209,4.28
icsd-150623,2.7767007,3.3
icsd-156266,0.004409492,0.0
icsd-249529,0.004409492,0.0
icsd-93218,0.004409492,0.0
icsd-193538,3.1529832,2.4
icsd-416690,2.730841,0.0
icsd-635312,0.737626,0.7782533333333334
icsd-191485,0.004409492,0.0
icsd-27230,0.8373623,0.0
icsd-418258,1.0722326,0.64
icsd-671990,0.00443694,0.0
icsd-621535,0.004409492,0.0
icsd-645887,1.8930842,1.83
icsd-159467,2.0281796,1.8
icsd-250011,0.941969,0.0
icsd-648115,0.008498922,0.0
icsd-1579,0.22479054,0.0
icsd-16031,2.5963266,1.4
icsd-262643,3.6061728,3.45
icsd-411882,0.004409492,0.0
icsd-605394,0.004409492,0.0
icsd-40795,0.004409492,0.0
icsd-191958,4.019514,4.84
icsd-630047,2.417539,5.0
icsd-24142,2.3598025,0.0
icsd-94456,4.927371,0.0
icsd-622301,0.004409492,0.0
icsd-20087,0.58838683,1.4
icsd-425704,2.6667912,4.59
icsd-430091,2.0403538,1.6
icsd-648267,0.004409492,0.0
icsd-82285,0.004409492,0.0
icsd-427336,3.6683466,3.66
icsd-29006,0.004409492,0.0
icsd-73799,0.004409492,0.0
icsd-605328,0.004409492,0.0
icsd-100435,0.004409492,0.0
icsd-647751,0.8278514,1.2
icsd-103087,0.004409492,0.0
icsd-170159,0.004409492,0.0
icsd-88040,0.004409492,0.0
icsd-23522,2.3263085,2.8
icsd-106143,0.004409492,0.0
icsd-160053,0.004409492,0.0
icsd-163696,0.004409492,0.0
icsd-106352,0.004409492,0.0
icsd-2081,7.5650167,7.42
icsd-251789,0.004409492,0.26
icsd-43655,4.0944166,3.626666666666667
icsd-636396,1.7329706,2.2
icsd-411633,1.3299525,1.85
icsd-184541,0.004409492,4.53
icsd-170866,1.9225281,2.49
icsd-167808,0.004409492,0.0
icsd-241836,3.7920485,3.54
icsd-249534,2.7928,2.49
icsd-44773,0.39439863,1.54
icsd-248941,1.2120126,1.36
icsd-58387,0.004409492,0.0
icsd-411602,2.03241,1.8
icsd-420557,2.514426,1.8
icsd-169577,0.0044115335,0.64
icsd-631489,0.004409492,0.0
icsd-150749,0.004409492,0.0
icsd-428444,2.4842455,2.33
icsd-343,0.004409492,0.0
icsd-239378,0.004409492,4.1
icsd-670960,0.004409492,0.0
icsd-58882,0.004409492,0.0
icsd-77772,1.2826116,0.15
icsd-414172,0.90787584,0.0
icsd-429804,1.7245221,1.96
icsd-54292,0.004409492,0.0
icsd-432172,3.9054952,2.96
icsd-9986,0.004409492,0.0
icsd-645730,0.004409492,0.0
icsd-652723,0.004409492,0.0
icsd-168287,0.004409492,0.0
icsd-651265,1.715789,1.81
icsd-30361,0.35489196,0.0
icsd-197604,0.004409492,0.0
icsd-431322,2.206202,2.48
icsd-195762,1.2583894,1.75
icsd-109126,0.004409492,0.0
icsd-1242,0.004409492,0.0
icsd-262890,1.9108663,2.22
icsd-635497,0.004409492,0.0
icsd-105275,0.004409492,0.0
icsd-627714,1.2054176,2.0
icsd-619750,1.3810933,1.2
icsd-609707,0.004409492,0.0
icsd-411448,0.004409492,0.0
icsd-425496,4.466257,4.24
icsd-168288,0.004409492,0.0
icsd-107506,0.004409492,0.0
icsd-651399,1.8433378,2.9
icsd-57098,0.004409492,0.0
icsd-58450,0.004409492,0.0
icsd-248934,1.383185,1.12
icsd-98736,0.27009842,0.0
icsd-239633,2.3509014,2.36
icsd-170128,1.6599735,0.0
icsd-42573,0.004409492,1.0
icsd-43280,0.004409492,0.74
icsd-189136,0.004409492,0.0
icsd-633599,0.004409492,0.0
icsd-161572,0.004409492,0.0
icsd-424094,0.5239383,1.93
icsd-51949,0.004409492,0.0
icsd-33651,3.372431,4.5
icsd-159464,1.7112504,1.4
icsd-253582,1.7809753,2.75
icsd-635353,0.004409492,0.0
icsd-154257,1.9189699,0.0
icsd-655132,0.004409492,0.0
icsd-105948,0.004409492,0.0
icsd-103999,0.004409492,0.0
icsd-631522,0.004409492,0.0
icsd-103810,0.004409492,0.0
icsd-57507,0.004409492,0.0
icsd-202067,0.0044121444,0.0
icsd-49520,1.7181184,2.14
icsd-84201,0.004409492,0.0
icsd-253609,2.6553602,0.0
icsd-181134,1.2435983,0.5555
icsd-620275,0.004409492,0.0
icsd-671519,6.7129083,7.725
icsd-4121,1.6225404,1.78
icsd-605072,0.004409492,0.0
icsd-649071,0.004409492,0.0
icsd-187018,3.2342036,4.17
icsd-158275,0.004409492,1.9
icsd-249516,0.004409492,0.0
icsd-425555,2.7834265,2.36
icsd-649409,0.9386042,1.1540000000000001
icsd-159432,0.004409492,0.0
icsd-237795,2.0751905,2.0
icsd-191227,2.827929,4.2
icsd-104303,0.004409492,0.0
icsd-58403,0.004409492,0.0
icsd-417047,0.004409492,0.0
icsd-636668,0.004409492,0.0
icsd-94413,1.0972145,1.89
icsd-170333,1.6741166,2.16
icsd-154701,0.004409492,0.0
icsd-43861,0.0056847483,0.0
icsd-170865,2.3598692,2.17
icsd-193126,0.004409492,0.0
icsd-237618,3.4713879,3.26
icsd-184992,0.004409492,0.0
icsd-24699,0.004409492,0.0
icsd-652052,0.104611345,1.55
icsd-429815,2.1134648,1.65
icsd-71149,0.004409492,0.0
icsd-280844,2.4543753,2.595
icsd-262891,2.0191224,2.24
icsd-53093,3.7733123,3.5733333333333333
icsd-26078,0.004409492,0.0
icsd-420855,2.735112,2.24
icsd-58769,0.90851694,0.625
icsd-649541,0.004410729,0.6066666666666668
icsd-610599,0.55867475,1.0533333333333337
icsd-26150,2.0399923,2.05
icsd-671293,0.8128706,2.1
icsd-618008,0.004409492,0.0
icsd-200799,2.43954,1.76
icsd-409679,0.004409492,0.0
icsd-153018,0.004409492,0.0
icsd-23245,0.32029748,0.2695
icsd-16654,3.127351,0.0
icsd-25316,0.004409492,0.0
icsd-672414,0.004409492,0.0
icsd-195133,1.859511,2.12
icsd-2707,3.6362524,4.119999999999999
icsd-671445,0.004409492,0.0
icsd-670079,0.7211206,0.0
icsd-620549,0.004410729,0.0
icsd-14373,3.2368963,3.125
icsd-431819,3.6775444,3.1
icsd-422886,4.3627424,4.61
icsd-610584,0.004409492,0.63
icsd-604758,0.77957577,1.0
icsd-98969,0.004409492,0.0
icsd-201102,0.004409492,3.4
icsd-59425,0.004409492,0.0
icsd-418474,0.7271847,1.51
icsd-634333,0.004409492,0.0
icsd-623791,0.004409492,0.0
icsd-639232,0.14345236,0.17166666666666666
icsd-604706,2.1680245,2.55
icsd-14099,1.8418274,1.47
icsd-248939,1.3838919,1.37
icsd-58177,0.004409492,0.0
icsd-670125,1.7398322,0.0
icsd-635523,0.13256584,1.8
icsd-31355,0.9983888,1.265
icsd-159198,0.004409492,0.0
icsd-647470,4.6528435,3.597
icsd-631224,0.004409492,0.0
icsd-261420,6.5376644,6.53
icsd-58480,0.004409492,0.0
icsd-424620,1.9233904,2.35
icsd-416794,0.004409492,0.0
icsd-95099,0.004409492,0.0
icsd-619987,0.004409492,0.0
icsd-610824,1.4334953,2.45
icsd-104607,0.004409492,0.0
icsd-62893,0.004409492,0.0
icsd-251682,0.0044098347,0.745
icsd-617246,0.004409492,0.0
icsd-156128,0.9196568,1.1
icsd-33673,4.0783587,4.2200000000000015
icsd-39487,0.004409492,0.0
icsd-415946,0.004409492,0.0
icsd-420204,2.4060302,1.5
icsd-642460,0.004409492,0.0
icsd-108819,0.004409492,0.0
icsd-66730,3.651857,5.6
icsd-94041,0.004409492,0.0
icsd-98972,0.004409492,0.0
icsd-423188,2.6061466,2.6
icsd-52760,0.004409492,0.0
icsd-629012,0.004409492,0.0
icsd-280645,2.742992,2.44
icsd-25758,0.004409492,0.0
icsd-411890,1.7203268,1.07
icsd-5443,1.5511773,1.2
icsd-58780,0.004409492,0.0
icsd-50501,1.023913,0.9
icsd-248117,1.8079869,1.595
icsd-90842,3.1404355,2.3
icsd-391469,0.0043890327,0.0
icsd-35731,0.11717567,0.0
icsd-670971,0.004409492,0.0
icsd-74022,2.1439354,2.75
icsd-53243,1.5239209,1.6
icsd-262644,3.1096509,2.54
icsd-660008,1.8016495,1.47
icsd-196907,2.819339,4.1
icsd-427599,2.3244386,2.33
icsd-187993,0.004409492,0.0
icsd-162960,2.6299548,3.54
icsd-253627,0.004409492,0.25
icsd-410958,1.4914157,0.0
icsd-625640,0.004409492,0.0
icsd-28735,1.3340526,2.06
icsd-90606,3.0027223,0.0
icsd-654433,0.004409492,0.0
icsd-12159,0.004409492,0.0
icsd-632217,0.004409492,0.0
icsd-605053,0.004409492,0.0
icsd-58976,0.004409492,0.0
icsd-670171,0.004409492,0.0
icsd-631266,2.7734103,2.25
icsd-291941,2.0918283,2.0069999999999997
icsd-102066,0.004409492,0.0
icsd-604522,2.905216,2.5347185185185186
icsd-53249,0.004409492,0.0
icsd-104862,0.004409492,0.0
icsd-281233,2.9656487,2.52
icsd-52083,0.004409492,0.0
icsd-58467,0.004409492,0.0
icsd-26422,0.004409775,0.0
icsd-33900,0.004409492,0.0
icsd-58153,0.004409492,0.0
icsd-59706,1.7895734,1.72
icsd-162568,0.004409492,0.0
icsd-997,0.62966627,0.23666666666666664
icsd-291570,1.1665002,0.72
icsd-635039,2.1031597,2.76
icsd-261699,3.085243,4.2
icsd-432462,3.3460484,3.6
icsd-619506,0.004409492,0.0
icsd-422621,0.004409492,0.0
icsd-150562,0.004409492,0.0
icsd-603895,1.4837434,1.524
icsd-197030,0.004409492,0.0
icsd-10000,0.004409492,0.9
icsd-24915,3.811589,2.6
icsd-81976,2.3573353,3.953333333333333
icsd-59450,0.004409492,0.0
icsd-76937,0.4393983,1.0833333333333333
icsd-84919,2.4623291,0.0
icsd-238105,4.1304016,4.07
icsd-87172,0.004409492,0.0
icsd-185248,0.004409492,5.42
icsd-98970,0.004409492,0.0
icsd-631352,2.0784876,1.31
icsd-180400,3.8588483,3.0
icsd-240016,0.004409492,0.0
icsd-434,0.004409492,0.0
icsd-646029,1.6998534,0.0
icsd-201816,3.5765572,4.1850000000000005
icsd-194090,1.326963,1.3
icsd-639867,2.0398,0.0
icsd-196943,0.004409492,0.0
icsd-16304,0.65532786,1.4
icsd-166350,0.004409492,0.09700000000000003
icsd-672058,0.004409492,0.0
icsd-90370,2.1091084,2.3
icsd-78826,0.004409492,0.0
icsd-58407,0.004409492,0.0
icsd-187561,2.9459617,2.2
icsd-412400,0.004409492,0.0
icsd-430241,3.9553072,4.68
icsd-432330,3.959595,3.97
icsd-76057,0.004409492,0.0
icsd-29508,2.5257976,0.0
icsd-16369,3.1205196,0.0
icsd-25734,0.004409492,0.0
icsd-41838,0.004409492,0.0
icsd-84617,7.0385094,7.843333333333334
icsd-30280,1.8289268,1.39
icsd-16416,0.32368302,0.28
icsd-53678,0.6272212,1.1
icsd-410867,1.6254679,0.0
icsd-95023,0.004409492,0.0
icsd-44288,9.3477125,10.0
icsd-623565,0.004409492,0.0
icsd-416973,2.3070605,1.45
icsd-413854,0.004409492,0.0
icsd-630320,0.004409492,0.0
icsd-391285,1.9340564,1.6
icsd-670627,0.004409492,0.0
icsd-103790,0.004409492,0.0
icsd-84114,0.37028888,6.805
icsd-414476,0.004409492,0.0
icsd-34629,0.004409492,3.26
icsd-636364,1.7099328,1.88
icsd-105171,0.004409492,0.0
icsd-38369,0.30976504,0.0
icsd-89397,1.8133571,0.0
icsd-56081,1.4977005,2.0
icsd-634978,0.004409492,0.0
icsd-9329,3.9192896,3.8575
icsd-29328,0.004409492,0.0
icsd-49024,0.004409492,0.0
icsd-2404,2.3624456,4.53
icsd-42916,0.004409492,0.0
icsd-53429,0.004409492,1.5
icsd-106786,0.004409492,0.0
icsd-629789,0.004409492,0.0
icsd-280840,2.4954743,2.53
icsd-150550,0.004409492,0.0
icsd-183445,3.1529744,3.39
icsd-169218,1.7734499,1.25
icsd-67089,0.004409492,0.0
icsd-191094,1.7384785,1.29
icsd-25605,0.8791063,0.9995000000000002
icsd-155840,0.004409492,0.0
icsd-183444,3.4554193,3.63
icsd-105626,0.004409492,0.0
icsd-41760,0.004409492,0.0
icsd-634537,0.004409492,0.0
icsd-242179,2.6010804,2.56
icsd-640172,0.004409492,0.0
icsd-108769,0.004409492,0.0
icsd-247174,0.004409492,0.0
icsd-76202,0.004409492,0.0
icsd-249937,0.004409492,1.4
icsd-151466,0.004409492,0.0
icsd-672290,0.004409492,1.67375
icsd-107284,0.004409492,0.0
icsd-248936,1.078905,1.15
icsd-81853,0.004409492,0.0
icsd-193777,1.8871453,2.12
icsd-107347,0.004409492,0.0
icsd-173677,0.004409492,0.0
icsd-620612,0.004409492,0.0
icsd-642482,0.004409492,0.0
icsd-262242,3.1004827,2.3
icsd-40453,1.7332642,2.38
icsd-1947,2.1257665,3.56875
icsd-630942,0.004409492,0.0
icsd-43210,0.004409492,0.0
icsd-77473,0.004409492,0.0
icsd-646675,0.004409492,0.0
icsd-252526,2.9194722,3.145
icsd-48205,0.004409492,0.0
icsd-650834,0.58625335,2.0
icsd-35386,0.5444932,1.1
icsd-616005,5.4761863,4.8
icsd-190994,0.004409492,0.0
icsd-8155,0.004409492,0.0
icsd-16481,3.2171137,3.0
icsd-428643,1.8470647,2.3
icsd-29291,4.572515,2.3
icsd-58898,0.004409492,0.0
icsd-601099,0.004409492,0.0
icsd-23352,0.48358887,0.0
icsd-14031,0.004409492,0.7050000000000001
icsd-670428,3.0888474,2.796818181818182
icsd-58896,0.004409492,0.0
icsd-16187,0.004409492,0.0
icsd-51757,0.004409492,0.0
icsd-59632,4.487465,5.576666666666667
icsd-252183,6.7649713,6.31
icsd-656875,0.004409492,0.0
icsd-195682,3.3516777,2.8
icsd-629165,0.004409492,0.0
icsd-670108,0.004409522,0.0
icsd-601795,0.004409492,0.0
icsd-163625,6.322836,5.7349999999999985
icsd-671524,5.445701,6.074
icsd-670444,2.2791872,1.455
icsd-104337,0.004409492,0.0
icsd-58137,0.004409492,0.0
icsd-76649,1.5338604,1.6666666666666667
icsd-236547,1.371107,2.7
icsd-173418,1.9773126,2.08
icsd-418476,0.004409492,0.85
icsd-57512,0.004409492,0.0
icsd-9135,0.16117477,0.63875
icsd-631295,0.004409492,0.0
icsd-103275,0.004409492,0.0
icsd-422202,4.231882,3.88
icsd-163909,0.004409492,0.0
icsd-172149,0.004409492,0.0
icsd-41156,0.004409492,0.0
icsd-54787,0.004409492,0.0
icsd-411172,1.4995844,0.0
icsd-56515,0.004409492,0.0
icsd-251547,4.2064743,3.9
icsd-86440,4.8622403,5.75
icsd-672252,0.004409492,0.0
icsd-190796,0.004409492,0.0
icsd-431062,2.5082166,2.25
icsd-649557,0.004409492,0.0
icsd-239886,3.9640832,3.76
icsd-160543,0.004409492,0.0
icsd-197471,1.0285001,1.6
icsd-410398,0.004409492,0.0
icsd-615515,0.004409492,0.0
icsd-76058,0.004409492,0.0
icsd-651442,1.9629095,1.135
icsd-94269,0.004409492,0.0
icsd-430618,4.6403546,5.5
icsd-61550,7.2018695,7.003400000000001
icsd-409534,0.004409492,0.0
icsd-670767,0.004409492,0.0
icsd-640633,0.004409507,0.6666666666666666
icsd-38073,0.004409492,0.0
icsd-647714,1.152951,1.4
icsd-650113,0.004409492,0.14833333333333334
icsd-185117,0.004409492,0.0
icsd-427334,2.7195055,2.52
icsd-420736,2.1514812,1.89
icsd-58389,0.004409492,0.0
icsd-651076,0.82656175,0.0
icsd-638229,0.004409492,0.0
icsd-411054,0.004409492,0.0
icsd-29056,0.004409492,0.0
icsd-671520,5.727819,5.840000000000002
icsd-424286,4.4256816,4.1
icsd-422885,4.3084993,2.97
icsd-291597,2.7014406,2.19
icsd-237894,2.2763424,2.4
icsd-600145,0.004409492,0.0
icsd-290871,4.214104,4.300000000000002
icsd-42159,4.581279,0.0
icsd-196824,0.004409492,0.11744444444444445
icsd-184378,1.582511,0.0
icsd-430312,1.8775166,1.91
icsd-159468,2.885512,1.8
icsd-41738,1.953256,1.1827777777777777
icsd-82156,1.3471168,0.0
icsd-290938,0.004409492,0.0
icsd-104490,0.004409492,0.0
icsd-671885,0.4507246,0.0
icsd-76461,0.004409492,0.0
icsd-86746,0.004409492,1.89
icsd-190417,1.720254,1.368835
icsd-431760,2.2746713,2.21
icsd-262598,1.3848131,0.82
icsd-86185,0.004409492,0.0
icsd-24130,0.004409492,0.0
icsd-609516,0.004409492,0.0
icsd-416639,3.4864352,3.2
icsd-629865,0.004409492,0.0
icsd-635762,0.004409492,0.0
icsd-193882,3.4373348,1.505
icsd-672214,0.004409492,0.0
icsd-59496,0.004409492,0.0
icsd-670967,0.004409492,0.0
icsd-20234,0.004409492,0.0
icsd-150277,0.004409492,0.0
icsd-58676,0.004409492,0.0
icsd-77652,1.51242,0.55
icsd-238043,2.403115,2.4
icsd-90170,2.1660824,1.995
icsd-624676,0.004409492,0.0
icsd-615157,2.2750928,3.3
icsd-82349,0.004409492,0.0
icsd-619773,1.8896985,1.385
icsd-73105,0.004409492,0.0
icsd-618714,0.004409492,0.0
icsd-194236,2.9781451,3.35
icsd-670637,0.004409492,0.0
icsd-157366,0.004409492,0.0
icsd-170600,1.7995363,1.95
icsd-108323,0.004409492,0.0
icsd-650999,1.6379715,2.43
icsd-104253,0.004409492,0.0
icsd-640618,0.50592846,0.46
icsd-625922,0.004409492,0.0
icsd-425278,5.4840655,4.76
icsd-10339,0.004409492,0.0
icsd-652674,1.5737103,0.37799999999999995
icsd-103033,0.004409492,0.0
icsd-61515,7.707983,7.949999999999998
icsd-181882,0.004409492,0.0
icsd-281073,0.004409492,2.5
icsd-58154,0.004409492,0.0
icsd-430304,2.0630517,2.65
icsd-44437,0.004409492,0.0
icsd-171218,2.0084128,1.8
icsd-250778,1.3344814,2.16
icsd-280252,1.0712448,0.0
icsd-66531,2.3167448,2.955
icsd-91340,0.004409492,0.0
icsd-261484,3.2685945,4.17
icsd-672350,0.004409492,1.3
icsd-671090,0.0044127405,0.4
icsd-600849,0.8131181,0.3967857142857144
icsd-409927,2.1435494,2.04
icsd-640868,0.004409492,0.0
icsd-670483,1.9668788,0.95
icsd-26514,2.5487556,2.185
icsd-631350,2.4232082,1.5
icsd-24223,0.004409492,1.5
icsd-615871,2.8116195,4.125
icsd-240527,8.767953,8.5
icsd-635243,3.1673765,2.83
icsd-61232,0.004409492,0.0
icsd-58990,0.004409492,0.0
icsd-260623,0.004409492,0.0
icsd-629920,0.004409492,0.0
icsd-77680,0.004409492,2.3
icsd-18319,1.7942239,0.32
icsd-65418,0.004409492,0.0
icsd-66840,2.2897103,1.85
icsd-182746,2.0716763,1.57
icsd-183705,2.581717,3.28
icsd-84989,1.3824223,1.89
icsd-622667,0.004409492,0.0
icsd-652229,1.2039946,1.45
icsd-187976,0.004409492,0.0
icsd-78584,1.4542031,0.0
icsd-106267,0.004409492,0.0
icsd-68327,0.004409492,0.0
icsd-98454,1.0714403,1.0325
icsd-415513,0.004409492,0.0
icsd-193783,2.4046779,3.332
icsd-639388,0.004409492,0.0
icsd-42523,0.004409492,0.0
icsd-415086,3.0228539,3.3
icsd-261700,2.893054,4.1
icsd-98237,0.004409492,0.0
icsd-102077,0.004409492,0.0
icsd-104609,0.004409492,0.0
icsd-27334,0.004409492,0.0
icsd-42006,0.004409492,0.0
icsd-27153,2.7234435,3.225
